Problem URL,Blog Name,URL,Person's Name,Location,Source,Description
,Revas rags 2 roses,http://revasrags2roses.blogspot.com/,Reva,Cincinnati,http://40plusstyle.com/women-over-40-blogger-community/,"My name is Reva. I started fashion blogging in my forties after feeling that women of a 'certain age' aren't seen as stylish. I live in Cincinnati Ohio, US. I am a former Kentucky 'Coal Miner's Daughter' from a tiny town who always felt a bit different. I am a liberal animal lover, a lover of all forms of art and self-expression and a woman on a mission... What that is changes daily."
,Searching the inner me,http://searchingtheinnerme.blogspot.com/,Seeker,Atlantic Ocean,http://40plusstyle.com/women-over-40-blogger-community/,"http://searchingtheinnerme.blogspot.com/ Seeking a signature style means to know yourself and then getting dressed. So this blog is mostly about Fashion, with personal style on focus and some daily life issues."
No Description,Silver style,http://silverstyle50.blogspot.com/,Tammy,USA,http://40plusstyle.com/women-over-40-blogger-community/,
,The dashing eccentric,http://dashingeccentric.blogspot.com/,Tinyjunco,"San Francisco Bay Area, United States",http://40plusstyle.com/women-over-40-blogger-community/,"San Francisco Bay Area, United Stateshi. i have two blogs now - The Dashing Eccentric is a daily outfit/style type blog. Wanderin' Britches is a place to post nature/travel photos for those who aren't necessarily fascinated with my clothes (Dad, etc.) i finally figured out this 'About Me' shows the same on both blogs....."
,Fashion Forward 40,http://fashionforward40.com/,Tracey,Vancouver,http://40plusstyle.com/women-over-40-blogger-community/,"I'm a 40 something former fashionista. Carrie Bradshaw has nothing on my shoe collection and my walk in closet would make her drool. I love to spend leisurely Saturday afternoons checking out all the finest boutiques, where like Cheers they know me by name. I have lots of time to spend shopping, organizing my closet and getting ready to present myself because I have a small army of people helping me. Gravity seems to have skipped me and I look just as good as I did when I was 18 so finding fashionable stylish clothes is easy...."
,You Look Fab,http://youlookfab.com/,Angie,Seattle,http://40plusstyle.com/women-over-40-blogger-community/,Style advice for fashion lovers: http://youlookfab.com/
,Inside out style blog,http://www.insideoutstyleblog.com/,Imogen,Australia,http://40plusstyle.com/women-over-40-blogger-community/,Internationally certified image consultant Imogen Lamport AICI CIP created both her image consulting business Bespoke Image and this blog Inside Out Style with a clear mission – to help people look amazing every day without stress and confusion.
,The rich life on a budget,http://www.therichlifeonabudget.com/,Adrienne,"Carlifornia , USA",http://40plusstyle.com/women-over-40-blogger-community/,"I’m Adrienne Shubin and The Rich Life (on a budget)™ is my three-year-old blog, favorite way to be creative, biggest passion and full-time business."
,Midlife Bloggers,http://midlifebloggers.com/,Jane,"Los Angeles, CA",http://40plusstyle.com/women-over-40-blogger-community/,"Jane Gassner (who may also be Googled as Jane Gassner Patrick) is, was, and will always be a writer. She had plied her craft in just about every situation that calls for putting words on paper or screen. - See more at: http://midlifebloggers.com/about-me/#sthash.8DdsZCCK.dpuf"
No Description,The wardrobe wonderer,http://thewardrobewanderer.com/,Tracy,USA,http://40plusstyle.com/women-over-40-blogger-community/,
,Fashionable over 50,http://fashionableover50.wordpress.com/,vegan,USA,http://40plusstyle.com/women-over-40-blogger-community/,I am vegan because of my love for animals and my desire to live healthy as well as caring about this planet God made for us. I am an active woman who enjoys and teaches dance. I also love fashion and style. I celebrated my 61st birthday and I feel it’s important for women to keep up with fitness and fashion no matter what age we are.
,Autumn Tapestry,http://autumntapestry.com/,Autumn Tapestry,USA,http://40plusstyle.com/women-over-40-blogger-community/,"Autumn Tapestry is a blog for women of a certain age; menopausal princesses, divas in midlife who aren’t ready to start buying their shoes at that sensible shoe store."
,Aging Abundantly,http://agingabundantly.wordpress.com/,Dorothy,USA,http://40plusstyle.com/women-over-40-blogger-community/,"I’ve lost more than one close friend because I was married and my friend was either not married, or divorced. There seems to be an unspoken and clumsily resurrected wall placed by women of our generation between the married and the unmarried; an unspoken ambivalence of sorts that keeps us from communicating openly and honestly about relationships. I find it disheartening. We have so much to learn from one another."
,The Timeless Beauty Forum,http://thetimelessbeauty.com/index.php?action=about,Canie,USA,http://40plusstyle.com/women-over-40-blogger-community/,"After vainly searching for a forum where women over 40 had a strong voice, it became clear that the only way to have a place for women like me was to start my own forum. Thus The Timeless Beauty (TTB) was born in October 2009."
,Orangiesattic,http://orangiesattic.blogspot.com/,Kelly,"Texas , USA",http://40plusstyle.com/women-over-40-blogger-community/,"(I wrote this several years ago when it was floating around Facebook, but since it pretty much sums it all up I'm repeating)"
,Fashion over 50,http://fashionoverfifty.blogspot.com/,Paula,USA,http://40plusstyle.com/women-over-40-blogger-community/,"Fashionistas over fifty unite! Come join me and we'll tackle the frustrations of fashion for women over ""a certain age"" through creativity and some fun~"
,In my 40's & a Thrifter Diva,http://www.awifey.com/,Kim,USA,http://40plusstyle.com/women-over-40-blogger-community/,"Photo enthusiast, blogger, nature lover, a friend, a sister and a wife."
Authorization Required,"Photo enthusiast, blogger, nature lover, a friend, a sister and a wife.",http://www.coelhoandchang.com/,Victoria & Carlen,,http://40plusstyle.com/women-over-40-blogger-community/,
,Please may I,http://pleasemayi.blogspot.com/,Trayci,West Midlands UK,http://40plusstyle.com/women-over-40-blogger-community/,"I have just returned to a retail store manager after years of working as a training officer... Gutted as I loved that job. Oh well, I feel a job search coming on."
,Still Blonde after all the years,http://stillblondeafteralltheseyears.com/,Shelley,"Michigan ,USA",http://40plusstyle.com/women-over-40-blogger-community/,"THE blog for Women over 45! Giveaways are over $50 for All! Outfits, hairstyles, consumer electronics, health, food, causes, anything else Women over 45 love"
,Under the suburban sun,http://underthesuburbansun.blogspot.com/,Laura,United States,http://40plusstyle.com/women-over-40-blogger-community/,"Hi, I am Laura. I have been married for 27 years to a wonderful man. I am a mom of 3, 2 who have flown the nest. I am a grandmother to an adorable little girl. I am still trying to figure out what I want to do with my life. My blog contains ramblings, recipes, projects, beauty and anything under the sun."
No found,40+ fashionista,http://40plusfashionista.wordpress.com/,Lisa,,http://40plusstyle.com/women-over-40-blogger-community/,
No Description,What diid you learn today?,http://www.pinterest.com/usernamekate/,Pearl,USA,http://40plusstyle.com/women-over-40-blogger-community/,
Not found,Who planned this,http://www.whoplannedthis.com/,Laura,,http://40plusstyle.com/women-over-40-blogger-community/,
,Ava Grace's closet,http://www.avagracescloset.blogspot.com/,Susan,"Ontario, Canada",http://40plusstyle.com/women-over-40-blogger-community/,"I gave up a long-time career in the telecommunications industry to fully enjoy our latest addition, Ava Grace. She joined our family much later in life following the surprising news that I was pregnant again at almost 40. {gasp}"
No Description,Project Minima,http://projectminima.blogspot.com/,Pao,"Chicago , USA",http://40plusstyle.com/women-over-40-blogger-community/,
No locations,40 is the new 30,http://dooverdecade.wordpress.com/,Kelly,,http://40plusstyle.com/women-over-40-blogger-community/,"I am a 42-year old, never-married woman, daughter, sister, aunt, and friend. I love teaching, tutoring, trunk shows, Stella & Dot, exercising, organizing, reading, traveling, decorating, HGTV, Broadway theater, movies, my dog, drinking coffee, and eating chocolate. Having recently ended a 15-year teaching career that spanned much of my twenties and all of my thirties, I’m looking for new challenges and adventures in my forties. Join me as I blog about home, life, organizing, style and teaching in my fabulous forties!"
Service Error,Denise's Dressing Room,http://denisesdressingroom.blogspot.com/,Denise,,http://40plusstyle.com/women-over-40-blogger-community/,
No locations,The Succulent Wife,http://www.thesucculentwife.com/,Audrey,,http://40plusstyle.com/women-over-40-blogger-community/,"Don’t you find that, as you get older, your life is now more about finding “meaning”? This is why the theme of Succulence is on the marquee. For us, Succulence is about truly tasting and experiencing life, preferably in big juicy, delicious bites. It’s about finding ways to relish the moment, to make it playful and exciting and meaningful. And it’s about living and consuming more consciously. - See more at: http://www.thesucculentwife.com/about/#sthash.qLVuv503.dpuf"
No lactions,Kick In The Cornflakes,http://kickinthecornflakes.com/,Lisa,,http://40plusstyle.com/women-over-40-blogger-community/,"( 2014) I love to write, and can be somewhat ‘animated’ with my opinions. (This means bull-headed) I am often told to ‘calm down’ and ‘not take everything so personally’. but I don’t see how that’s possible. I take everything personally, especially criticism, and I think that’s true of everyone whether they admit or not. I hate liars, followed by hypocrites, racists, thieves, people with no sense of humor, did I say LIARS?, braggers, blowhards and country music. I think that so much in the world is bullshit, and that if you care too much what other people think, your life is going to be more difficult than it has to be. (That being said, I think we all care too much about what others think- it’s just a matter of keeping it to a minimum that keeps it at bay)"
No description,Margsworld,http://www.margsworld.info/,Margaret,,http://40plusstyle.com/women-over-40-blogger-community/,
,Fab over 40,http://www.faboverforty.com/,Kari,US,http://40plusstyle.com/women-over-40-blogger-community/,"Fab Over Forty creator Kari Solyntjes had a dream. Well, an obsession really."
,Forever 45,http://www.forever45.com/,Kristen,Los Angeles,http://40plusstyle.com/women-over-40-blogger-community/,"Finding the intersection of age-appropriate, stylish, and wallet-friendly fashion."
,Mrs MacLeod,http://mrsrmacleod.blogspot.com/,Laura,Europe,http://40plusstyle.com/women-over-40-blogger-community/,"We decided after our children were safely out of the house, that we no longer needed a house. Following (perhaps at our own peril) our dreams, we are rolling around Europe in a caravan chasing cyclists with cameras. This blog is our journey to try and find out if we really can make a living doing what we love. And what we love is Europe, cycling, photography, writing and each other. Not necessarily in that order, it changes on a daily basis. And is heavily dependent on how many hours we spend lost. Or unable to find a place we can park for the night. Or who's turn it was to do the dishes. I suspect, that I will never add caravan living to the ""what we love"" list, but who knows."
No dscription and no location,Fabulous ashionista,http://lovesgrbaseball-fabulousfashionista.blogspot.sg/,Diane,,http://40plusstyle.com/women-over-40-blogger-community/,
,Stylosophy,http://www.styleosophy.com/,Glenyse ,"Chicago , USA",http://40plusstyle.com/women-over-40-blogger-community/,"i’m glenyse [pronounced: glen-S] thompson... ...the editor of styleosophy and chief curator of the curated accessory. Plus-sized, petite and over 40 woman with a large personality (I have very little filter. I own that!). I love the idea of everyone dressing their absolute best. I also like to show and tell what I enjoy in food, travel and beauty. Although Photoshop is on my computer, I don't believe in using it to alter, or enhance, because my real life is not so easily altered, or enhanced. Acne, wrinkles, rolls and bra-straps, What you see is what you get, when it comes to me."
,Fabulous Florida Mommy,http://www.allthingssimplified.me/,Melissa,Northwest Rocky Mountains,http://40plusstyle.com/women-over-40-blogger-community/,"Hello, I’m Melissa, founder and voice behind the shopping & lifestyle blog, All Things Simplified. I launched this blog in 2014 after my husband and I fulfilled a longtime dream of moving our family from Central Florida to the Northwest Rocky Mountains of Montana, in an attempt to simplify our lives in every aspect, to change the way we go about each day, to live life at a slower pace, and spend more time experiencing the great outdoors with our sons. This blog is a place to share that journey and my personal quest for all things simplified...lovely clothes, beautiful wardrobes, smart budgets and shopping, life adventures and experiences, daily domestics, and much more."
,"Girl, Reworked",http://www.girlreworked.com/,Debi,"Ventura, California",http://40plusstyle.com/women-over-40-blogger-community/,"When forty-something hit me in the face, I realized that so much of what I was doing, wearing, saying, feeling, eating, believing, reading, watching, experiencing, and thinking were no longer honest representations of the girl I had become."
,Midlife Living Well,http://www.midlifelivingwell.com/,Lisa,"Scottsdale, AZ",http://40plusstyle.com/women-over-40-blogger-community/,"Hello! My name is Lisa Kneller and I publish Midlife Living Well, an online, inbox magazine targeted to people in midlife. Midlife Living Well is about"
,Dude looks like a lady,http://ulla-marie.blogspot.sg/,Ulla-Marie,Edsbyn,http://40plusstyle.com/women-over-40-blogger-community/,"My name is Ulla-Marie. I live in Edsbyn, the hub of Hälsingland. (!) I have a fetish for underwear as outerwear, pearls and tacky jewels. I'm 1,83 m without heels, but I prefer to use heels every day, so I look like almost 2 m. My arms are covered with visible veins, I have a pretty deep voice, I wear too much make up - every day ... Well, thats me, ""Dude looks like a Lady""."
No location,Ordinary Woman Extraordinary Life,http://ordinarywomanextraordinarylife.me/,Maureen,,http://40plusstyle.com/women-over-40-blogger-community/,"Welcome to the world according to Maureen Morrissey. In a nutshell, and in somewhat of an order of importance, I am a mother of three adult children, wife of thirty three years, teacher for thirty one years, avid writer, reader, photographer, techno geek, beach baby, nature lover, ski nut and social butterfly. This roller coaster of a life, which has brought me to this point, has given me lots of fodder for stories. And I love stories; yours, mine, anyone’s at all."
,Frump Factor,http://frumpfactor.wordpress.com/,Anne,New England,http://40plusstyle.com/women-over-40-blogger-community/,"I’ve never been ruled by beauty or fashion. During my younger years, I considered myself a person of high ideals, far too serious-minded to care about superficial appearances. But fashion magazines and makeover shows were always a guilty pleasure."
nO LOCATION,Susan styles you,http://susanstylesyou.wordpress.com/,Susan,,http://40plusstyle.com/women-over-40-blogger-community/,Award Winning colourful Personal Stylist in Manchester I also sell lovely jewellery and scarves
No Location,Narcissista Me,http://narcissista.me/,Becca,,http://40plusstyle.com/women-over-40-blogger-community/,"My name is Becca and I write this blogazine because I love beauty, women and I’m too old to legitimately play with Barbies."
,Fashion over 40,http://www.lifeandstyleafter40.com/,MaryBeth,San Francisco,http://40plusstyle.com/women-over-40-blogger-community/,"I am an East Coast girl, very happily relocated to the West Coast. I am never really happy unless I can see the ocean, but I love to be close to the City. I found a idyllic spot in the small town of Muir Beach. I live with my wonderful husband and gorgeous dog. My other loves are fashion, cooking, football and entertaining."
,Searching the Inner Me,http://searchingtheinnerme.blogspot.com/,Fernanda,Atlantic Ocean,http://40plusstyle.com/women-over-40-blogger-community/,"http://searchingtheinnerme.blogspot.com/ Seeking a signature style means to know yourself and then getting dressed. So this blog is mostly about Fashion, with personal style on focus and some daily life issues."
,Fifty Fashion,http://www.fiftyfabulous-fiftyfashionable.blogspot.sg/,Nicolene Richards,South Africa,http://40plusstyle.com/women-over-40-blogger-community/,"A blogger with a keen eye for style, and a penchant for the good life, an avid explorer, amateur photographer, traveller, wife and lawyer from South Africa, promoting the concept of women who aspire to inspire. A girl should never leave home without looking in the mirror, since your appearance is the marketing commodity of whatever it is that you present, be it serious, funny or rediculous, if you don't stand for something, you will fall for everything.Dress according to your body shape, not your age."
,The daily fashion and/or beauty tip,http://donnachloe.blogspot.sg/,Donnachloe,"Washington, D.C.",http://40plusstyle.com/women-over-40-blogger-community/,"I love art, fashion, jewelry, literature, dance, animals and children. In short, I love all things beautiful! I am: Donna Morris, Donna Karber, Donna Cluny Gardner - in each phase of my life people have known me by different names. I definitely have changed as my name has changed however! Former English and Humanties teacher."
No Location,My beauty obsessions,http://mybeautyobsessions.wordpress.com/,Karena,,http://40plusstyle.com/women-over-40-blogger-community/,Like a lot of good ideas this one came about over a nice bottle of wine and plenty of wit and wisdom shared between four friends. After working for a wonderful non-profit organisation for six years I had decided it was time for a change. The idea of a summer spent by the pool appealed but aside from the fact that I would have to share space with offspring and friends and the very real threat of melanoma I knew my holiday was but a temporary one.
No locxation,The Dynamic Divorcee Blog,http://thedynamicdivorcee.blogspot.com//,Rosetta,,http://40plusstyle.com/women-over-40-blogger-community/,"In 2007, I was totally blindsided by my husband’s 4-year secret life with another woman, and, in the same year I was divorced, I was diagnosed with cancer and rheumatoid arthritis, my business burned to the ground, and I lost my mother to the final stages of leukemia."
No location,Robyn's nest,http://www.itsrobyn.com/,Robyn,,http://40plusstyle.com/women-over-40-blogger-community/,"I believe that beauty is ageless, women over 40 can still be stylish, and just because you're a mom doesn't mean you have to look like one. Click on the photo to learn more about me."
,Prime Beauty,http://www.primebeautyblog.net/about/,Cindy,Good 'Ol USA,http://40plusstyle.com/women-over-40-blogger-community/,"Hi! I’m Cindy, the editor of Prime Beauty, a beauty blog for women 40 & over and in the prime of their lives! Women over 40 have unique issues and Prime Beauty addresses those issues with information and products geared specifically for them. Prime Beauty is packed with articles on skincare, makeup, product reviews, new product launches and makeup tips and tricks. Features include Frugal Friday—inexpensive drugstore beauty finds and giveaways. In addition to looking good on the outside, I hope to encourage, inspire and celebrate women over 40! Please leave a comment, I’d love to connect with you and am genuinely interested in what you have to say."
,She accessorizes well,http://sheaccessorizeswell.blogspot.com/,Debbi,"Wichita, KS, United States",http://40plusstyle.com/women-over-40-blogger-community/,"I am a retired, plus-size Baby Boomer, and breast cancer survivor living in the middle of the USA, who believes that being retired doesn't mean that you dress in only sweats and tee shirts."
Not found,Gutsy health,http://gutsyhealth.com/,Susan,,http://40plusstyle.com/women-over-40-blogger-community/,
,The Dutch lady of fashion,http://thedutchladyoffashion.blogspot.sg/,Gigi,Netherlands,http://40plusstyle.com/women-over-40-blogger-community/,If you wish to contact me please use this email address: thedutchladyoffashion@gmail.com Thank you for your visit. Gigi
,Spashionista Report,http://spashionista.com/,Alicia,"Nashville, Tn",http://40plusstyle.com/women-over-40-blogger-community/,"The trials and tribulations of a fashionista with Cerebral Palsy. I'm Jamie, a 40-something Nashville mom desperately seeking a few moments of Zen and zinfandel between soccer practice and supper. My former beach bartender husband founded MouseCalls Computer Services. We have two daughters, three dogs, and too much laundry. Have a question? Email me at blondemomblog @ gmail.com. "
,Walking In Pretty Shoes,http://walkinginprettyshoes.com/,Tammy,Floride USA,http://40plusstyle.com/women-over-40-blogger-community/,"I’m a traveler. I was born in Canada and lived in/traveled to many provinces before relocating to Florida, U.S.A where I’ve been soaking up the warm rays for the last 10 years. I have dual citizenship and love both countries. I also love to travel and I do it a lot."
No Location,Blonde Mom Blog,http://blondemomblog.com/,Jamie,,http://40plusstyle.com/women-over-40-blogger-community/,"I'm Jamie, a 40-something Nashville mom desperately seeking a few moments of Zen and zinfandel between soccer practice and supper. My former beach bartender husband founded MouseCalls Computer Services. We have two daughters, three dogs, and too much laundry. Have a question? Email me at blondemomblog @ gmail.com."
,Fancy Nancy Fashion Safari,http://fancynancysfashionsafari.blogspot.sg/,Nancy,Northern Indiana,http://40plusstyle.com/women-over-40-blogger-community/,"Hello. I am a middle aged woman who lives in Northern Indiana. I have been blessed with a wonderful family, fabulous friends and a job that I love to go to every single day. Travel, fashion and good wine make me happy and being able to share those things with friends and family make them even better. Thank you for reading my blog and I hope we can learn from each other in many areas of our lives."
,A day in the life of me,http://dcresider.blogspot.com/,Nancy,"Cardoza,United States",http://40plusstyle.com/women-over-40-blogger-community/,Living the life of a DC resident.
No Location,Your heart and health coach,http://yourheartandhealthcoach.com/,Jenn,,http://40plusstyle.com/women-over-40-blogger-community/,"Welcome to Your Heart and Health CoachI am Jenn Ross and I believe health is a gift we give to ourselves..It is wrapped up in our whole being Our minds, our bodies and our spirits. I am a Registered Nurse and an Integrative Health Coach trained at Duke University."
,The Sage Years,http://www.thesageyears.blogspot.sg/,Laurie,United States,http://40plusstyle.com/women-over-40-blogger-community/,"I am a baby boomer who is interested in how all of us in this generation are going to navigate through our mature years with the energy, independence and awareness we have come to be known for possessing. Here's to hoping you will join me..."
,Waste Not Do Want,http://over-it.blogspot.com/,Cherie,"sydney, nsw, australia",http://40plusstyle.com/women-over-40-blogger-community/,"This blog's about a maximalist, renaissance womans' quest to re-fabulise fabularity from collected, scrounged, rescued, inherited, fossicked and acquired hordes that others regard as waste! A self taught mixed media artist, this late bloomer, includes quirkyness, frustrations and opinions to show life's too short to be precious or to take everything too darn seriously! Making every post a winner, creating something out of 'nothing' and turning my excess creative stash into cash make my life bliss!"
,Taxonomy of my wardrobe,http://taxonomyofmywardrobe.blogspot.co.uk/,Veshoevius,London,http://40plusstyle.com/women-over-40-blogger-community/,"Too many clothes, not enough time...a challenge to categorise and edit the entire contents of my wardrobe."
Askig password,Kelly Bmusing,http://kellybmusing.com/,Kelly,,http://40plusstyle.com/women-over-40-blogger-community/,
,Dylan's Dress,http://www.dylansdress.com/,Lynn,"North Carolina, United States",http://40plusstyle.com/women-over-40-blogger-community/,"Owner of www.amothersjournal.com. Work-at-home artist. I love mixed media, clay, collage, acrylics, gardening, herbs, flowers, vegetables, vintage, Victorian."
,Denim Crisis,http://denimcrisis.com/,Abigail,Brooklyn,http://40plusstyle.com/women-over-40-blogger-community/,"I am a writer, editor, and sometime public radio writer/producer living in Brooklyn. Crisis in Denim explores the ways in which I balance being a thoughtful, skeptical, and fairly intellectual person with the fact that I, well, love clothes. And shopping for clothes. A lot."
,No-Nonsense Beauty Blog,http://nononsensebeautyblog.com/,Deb,New York,http://40plusstyle.com/women-over-40-blogger-community/,"My name is Deb and I am a health and beauty writer. I’ve written 12 books including The Medically Based No-Nonsense Beauty Book, Fruit Acids for Fabulous Skin, and Every Bride is Beautiful. I graduated from Bronx High School of Science and NYU where I worked my way through college as a lab assistant to a research dermatologist who was studying aging. Back then aging for me was a theoretical beauty problem. Today it is for me the only beauty issue. It’s time I put my experience in both science and beauty together to develop a no-nonsense anti-aging beauty plan."
No description,Robin Charmagne,http://robincharmagne.com/blog/,Robin,,http://40plusstyle.com/women-over-40-blogger-community/,Bloglovin helps you follow the blogs you read by letting you know when they update.
,Patent Purple Life,http://www.patentpurplelife.com/,Jo,London,http://40plusstyle.com/women-over-40-blogger-community/,"Beauty addict, self-confessed cosmetics hoarder, salt and sweet popcorn eater and lover of all things patent and purple – hence the name of this blog. Patent Purple Life chronicles my beauty obsession, love of the cinema and random moments striding through London, life, and my forties often in patent purple heels."
,Ponderosa Princess,http://www.ponderosaprincess.com/,Laurie,California,http://40plusstyle.com/women-over-40-blogger-community/,"Hi & welcome to my Ponderosa, my name is Laurie & ive decided to call myself The Ponerosa Princess,,, I want to Blog about all things that interest me and probably most 40+ women like me that are Trying to Stay young & energetic while keeping up with our kids, husbands, careers, & looking good doing it … all the while debating if when the time comes we will take estrogen or try Black cohash and soy milk!!"
,Styling you,http://www.stylingyou.com.au/,Nikki,"Queensland, Australia",http://40plusstyle.com/women-over-40-blogger-community/,"www.stylingyou.com.au | winner of Best Australian Blog 2011 | real-girl fashion, beauty and life"
,Matchy Matchy Midlife,http://matchymatchymidlife.blogspot.sg/,Alyssa,"AZ, United States",http://40plusstyle.com/women-over-40-blogger-community/,Hi! I'm Alyssa and this blog is about my reflections on life and style through the eyes of a mid-life Mommy! Won't you join me?
,My Chic Style,http://mychicstyle.tumblr.com/,Claudeen,"Toronto, Ontario",http://40plusstyle.com/women-over-40-blogger-community/,"I’m Claudeen - I am from Toronto, Ontario, and I am addicted to fashion. I started My Chic Style blog on February 20, 2012. After much pestering from my co-worker, Jennifer Martinovic, I decided to start a style blog. Jen would come by my desk almost everyday to see what I am wearing, and then she would say: “You should really start a blog!” I must confess I did not even know what blogging was all about (covers face). She provided me with some links, I did some research, and the process began. This is a great way to diarize my daily style, and I am having so much fun. I am looking forward to many years of style blogging. ”Its not what you wear, its how you wear it.”"
,Thrifted or Scripted,http://thriftedorscripted.blogspot.sg/,Christine,"New, United States",http://40plusstyle.com/women-over-40-blogger-community/,"Hi, I'm Christine! I love fashion, I love to incorporate fashion trends and current styles into my wardrobe as I thrift or shop for clothes. This blog is about my love of fashion, thrifting and how it intersects with my scripted life as a wife, mother and academic. It is a tiny bit of my life and something fun I wanted to try."
,Menopause Makeover,http://www.menopausemakeover.com/,Staness,Los Angeles,http://40plusstyle.com/women-over-40-blogger-community/,The Ultimate Guide to Taking Control of Your Health and Beauty during Menopause http://menopausemakeover.com/
No Description,Searching for Saraspunza,http://searchingforsaraspunza.com/,Saraspunza,,http://40plusstyle.com/women-over-40-blogger-community/,
No Location,Paulanne M,http://paulannem.com/,Paula,,http://40plusstyle.com/women-over-40-blogger-community/,"Paulanne is my given name even though everyone calls me Paula. I started paulanne M. as a place where I can be true to myself and explore my creative side. I am a mom first, a therapist by day, and a designer at heart."
,Sexy and Fabulous over 40,http://giannamiceli.com/life-in-the-40-lane-blog/,Gianna,Las Vegas,http://40plusstyle.com/women-over-40-blogger-community/,"Author of Sexy & Fabulous Over 40. Get UN-FAT using Juice Plus. Look good, feel good, make money, have FUN!! Author& speaker. Avail for TV hosting & talk radio."
No description,Fort Smith Stylista,http://www.fortsmithstylista.blogspot.sg/,Jan,,http://40plusstyle.com/women-over-40-blogger-community/,
Site Error,Suzie Utoozie,http://thewifesblog.dan-is-it.com/,Suzie,,http://40plusstyle.com/women-over-40-blogger-community/,
,A key to the armoire,http://www.akeytothearmoire.com/,Susana,Tampa Florida,http://40plusstyle.com/women-over-40-blogger-community/,"Thank you for stopping by and taking a look into my Armoire! I’m Susana Fernández, and this blog chronicles my personal style. Let me tell you a little bit about myself."
Name Missing,Shark girl BJJ,http://www.sharkgirlbjj.blogspot.com/,,United States,http://40plusstyle.com/women-over-40-blogger-community/,"Shark Girl prefers to remain an International Woman of Mystery! NEW! Where in the world is Shark Girl? If you know, e-mail me!"
,My Small Wardrobe,http://www.mysmallwardrobe.com/,Carelia,USA,http://40plusstyle.com/women-over-40-blogger-community/,"Hi. My name is Carelia. I am a young-at-heart mother of two awesome grown up sons and with a wonderful and supportive gentleman by my side. I am originally from Honduras , but currently residing in the USA. I am always looking for great vintage items and bargains wherever I go. These days I have a little more free time in my schedule and I am using part of it to share outfits from my small wardrobe and chic fashion finds through this blog.The things I enjoy the most is spend time with my sons or my significant other. I obviously love fashion, but I also enjoy trail running, home cooking and of course...a good glass of wine."
,Lola and Paz,http://lolaandpaz.com/,Lisa,New York & London,http://40plusstyle.com/women-over-40-blogger-community/,Be yourself. Everyone else is already taken- Oscar Wilde
,Minister of Style,http://www.minister-of-style.com/,,"Jacksonville, Florida",http://40plusstyle.com/women-over-40-blogger-community/,God and glam go hand in hand! Blogging my way through myths and misconceptions that being stylish spiritual and a minister can and does exist.
,Hollis hoots and hollers,http://www.hollishootsandhollers.blogspot.sg/,Holli,Texas,http://40plusstyle.com/women-over-40-blogger-community/,"I'm a Texas gal who loves wine, Junkin, Harley's, God, sweet tea, my puppy Jax and the love of my life Todd - not all in that order"
,My life while shopping,http://mylifewhileshopping.com/,Renita,"Chicago, IL , USA",http://40plusstyle.com/women-over-40-blogger-community/,A Fashionable Mom's Journey Through Life http://mylifewhileshopping.com/
,Fifty is the new forty,http://www.fiftyisthenewforty.com/,Pem,"Queensbury, New York",http://40plusstyle.com/women-over-40-blogger-community/,Baby boomer women know the adage “fifty is the new forty” (…or thirty!) has become a mantra for everything that is right with this time in life!
No description,Welfare Chic,http://welfarechic.com/,Ericka,,http://40plusstyle.com/women-over-40-blogger-community/,
,A colourful canvas,http://www.acolourfulcanvas.blogspot.com/,Sue,Vancouver Canada,http://40plusstyle.com/women-over-40-blogger-community/,Living a creative life in colour. That's me!
,Moving free with Mirabai,http://movingfreewithmirabai.com/,Mirabai,USA,http://40plusstyle.com/women-over-40-blogger-community/,"Mirabai Holland fitness and wellness expert. My approach to at home exercises for women is simple. Ease-in, build up, get strong, and live well."
,Confessions of a skincare junkie,http://www.confessionsofaskincarejunkie.com/,Natasha,"San Diego, CA",http://40plusstyle.com/women-over-40-blogger-community/,"Hi, I’m Natasha and I am a skincare junkie. Please join me as I explore new products and share what I’ve learned from the latest research, books and other blogs about skincare."
No location,Versatile Style by Tracey,http://versatilestylebytracey.com/,Tracey,,http://40plusstyle.com/women-over-40-blogger-community/,I am a 47 year old stay at home mother of four. I have a son and daughter in college and sons 17 and 13 . Last year I began homeschooling my youngest and am so proud of what we have accomplished and want to scream from the rooftops of our success after the school said he had a learning disability in reading and writing and he soon discovered that they had a “teaching disability.”
,Style Cue,http://www.stylecue.com/,Jen,Seattle,http://40plusstyle.com/women-over-40-blogger-community/,"I’ve loved clothes for as long as I can remember. In the 1960′s and 70′s, my mom walked the catwalks and graced the pages of the fashion sections in the local paper and magazines of my hometown, Seattle."
,Any second now,http://any2ndnow.com/,Cyrillynn,"San Diego, California",http://40plusstyle.com/women-over-40-blogger-community/,"The very first Any Second Now blog was created back in 2004, after the passing of my father. I felt that my friends may have needed a barometer of how I was feeling during the time following my father’s death, one of the most traumatic events in my life to date. I emailed many of my closest friends to let them know I began a blog."
,Amber of Butane Anvil,http://butaneanvil.blogspot.ca/,Amber,Canada,http://40plusstyle.com/women-over-40-blogger-community/,Taking a break from all of the serious seriousness.
,One woman's Style,http://www.onewomansstyleevolution.com/,Natasha,"Conn, USA",http://40plusstyle.com/women-over-40-blogger-community/,"Welcome to One Woman’s Style, a blog about style & beauty and almost everything else! One Woman’s Style blog is published by Connecticut based blogger Natasha Samuels."
